"GEO_ID","NAME","B28003_001E","B28003_001EA","B28003_001M","B28003_001MA","B28003_002E","B28003_002EA","B28003_002M","B28003_002MA","B28003_003E","B28003_003EA","B28003_003M","B28003_003MA","B28003_004E","B28003_004EA","B28003_004M","B28003_004MA","B28003_005E","B28003_005EA","B28003_005M","B28003_005MA","B28003_006E","B28003_006EA","B28003_006M","B28003_006MA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!Has a computer:","Annotation of Estimate!!Total:!!Has a computer:","Margin of Error!!Total:!!Has a computer:","Annotation of Margin of Error!!Total:!!Has a computer:","Estimate!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Annotation of Estimate!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Margin of Error!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Annotation of Margin of Error!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Estimate!!Total:!!Has a computer:!!With a broadband Internet subscription","Annotation of Estimate!!Total:!!Has a computer:!!With a broadband Internet subscription","Margin of Error!!Total:!!Has a computer:!!With a broadband Internet subscription","Annotation of Margin of Error!!Total:!!Has a computer:!!With a broadband Internet subscription","Estimate!!Total:!!Has a computer:!!Without an Internet subscription","Annotation of Estimate!!Total:!!Has a computer:!!Without an Internet subscription","Margin of Error!!Total:!!Has a computer:!!Without an Internet subscription","Annotation of Margin of Error!!Total:!!Has a computer:!!Without an Internet subscription","Estimate!!Total:!!No computer","Annotation of Estimate!!Total:!!No computer","Margin of Error!!Total:!!No computer","Annotation of Margin of Error!!Total:!!No computer",
"0500000US12095","Orange County, Florida","461705","null","2681","null","435646","null","2799","null","684","null","158","null","400479","null","3339","null","34483","null","1520","null","26059","null","1016","null",
"0500000US12097","Osceola County, Florida","103141","null","1706","null","93785","null","1702","null","294","null","119","null","84434","null","1888","null","9057","null","963","null","9356","null","895","null",
"0500000US12099","Palm Beach County, Florida","554095","null","2524","null","511757","null","2717","null","1717","null","269","null","467635","null","3027","null","42405","null","1403","null","42338","null","1265","null",
"0500000US12101","Pasco County, Florida","204198","null","1451","null","185382","null","1728","null","655","null","131","null","167116","null","1815","null","17611","null","902","null","18816","null","872","null",
"0500000US12103","Pinellas County, Florida","407546","null","2702","null","368277","null","3032","null","1133","null","195","null","334009","null","3183","null","33135","null","1403","null","39269","null","1398","null",
"0500000US12105","Polk County, Florida","235283","null","2097","null","206962","null","2162","null","1006","null","203","null","163598","null","2733","null","42358","null","1705","null","28321","null","1036","null",
"0500000US12107","Putnam County, Florida","28943","null","634","null","23556","null","685","null","194","null","82","null","20722","null","724","null","2640","null","327","null","5387","null","510","null",
"0500000US12109","St. Johns County, Florida","88773","null","1163","null","83780","null","1233","null","395","null","143","null","77075","null","1348","null","6310","null","746","null","4993","null","583","null",
"0500000US12111","St. Lucie County, Florida","114761","null","1436","null","105413","null","1544","null","472","null","199","null","96687","null","1774","null","8254","null","938","null","9348","null","890","null",
"0500000US12113","Santa Rosa County, Florida","63514","null","733","null","60136","null","771","null","208","null","81","null","56242","null","846","null","3686","null","544","null","3378","null","473","null",
"0500000US12115","Sarasota County, Florida","182842","null","1692","null","167559","null","1757","null","433","null","146","null","154751","null","1838","null","12375","null","848","null","15283","null","974","null",
"0500000US12117","Seminole County, Florida","173668","null","1171","null","165353","null","1284","null","388","null","159","null","155680","null","1418","null","9285","null","709","null","8315","null","588","null",
"0500000US12119","Sumter County, Florida","56230","null","1330","null","52030","null","1344","null","323","null","142","null","48021","null","1440","null","3686","null","577","null","4200","null","496","null",
"0500000US12121","Suwannee County, Florida","14888","null","553","null","12579","null","642","null","63","null","53","null","11515","null","658","null","1001","null","275","null","2309","null","451","null",
"0500000US12123","Taylor County, Florida","7405","null","414","null","6110","null","391","null","57","null","50","null","5018","null","396","null","1035","null","280","null","1295","null","279","null",
"0500000US12125","Union County, Florida","3960","null","341","null","3127","null","290","null","91","null","65","null","2657","null","299","null","379","null","107","null","833","null","171","null",
"0500000US12127","Volusia County, Florida","216495","null","1507","null","198146","null","1548","null","757","null","166","null","172245","null","1757","null","25144","null","1278","null","18349","null","823","null",
"0500000US12129","Wakulla County, Florida","11200","null","357","null","10376","null","396","null","0","null","29","null","8831","null","411","null","1545","null","348","null","824","null","226","null",
"0500000US12131","Walton County, Florida","27420","null","930","null","24696","null","912","null","164","null","107","null","22177","null","863","null","2355","null","372","null","2724","null","345","null",
"0500000US12133","Washington County, Florida","8827","null","332","null","7604","null","335","null","69","null","49","null","6596","null","332","null","939","null","157","null","1223","null","185","null",
"0500000US13001","Appling County, Georgia","6656","null","322","null","5362","null","333","null","92","null","64","null","3957","null","318","null","1313","null","252","null","1294","null","216","null",
"0500000US13003","Atkinson County, Georgia","2880","null","123","null","2292","null","139","null","3","null","5","null","1749","null","176","null","540","null","131","null","588","null","116","null",
"0500000US13005","Bacon County, Georgia","3874","null","191","null","3133","null","249","null","0","null","21","null","2487","null","220","null","646","null","152","null","741","null","169","null",
"0500000US13007","Baker County, Georgia","1425","null","137","null","908","null","129","null","0","null","13","null","697","null","137","null","211","null","82","null","517","null","133","null",
"0500000US13009","Baldwin County, Georgia","16191","null","573","null","13627","null","647","null","74","null","54","null","12014","null","589","null","1539","null","263","null","2564","null","316","null",
"0500000US13011","Banks County, Georgia","6740","null","231","null","5161","null","329","null","63","null","41","null","4365","null","293","null","733","null","186","null","1579","null","274","null",
"0500000US13013","Barrow County, Georgia","26305","null","373","null","23768","null","473","null","101","null","82","null","21936","null","517","null","1731","null","255","null","2537","null","325","null",
"0500000US13015","Bartow County, Georgia","37627","null","570","null","34418","null","709","null","146","null","98","null","29734","null","761","null","4538","null","520","null","3209","null","472","null",
"0500000US13017","Ben Hill County, Georgia","6443","null","331","null","4739","null","371","null","22","null","20","null","3483","null","365","null","1234","null","234","null","1704","null","305","null",
"0500000US13019","Berrien County, Georgia","7367","null","240","null","5855","null","261","null","17","null","23","null","4589","null","270","null","1249","null","233","null","1512","null","244","null",
"0500000US13021","Bibb County, Georgia","58116","null","665","null","49568","null","872","null","146","null","82","null","43007","null","888","null","6415","null","537","null","8548","null","593","null",
"0500000US13023","Bleckley County, Georgia","4176","null","214","null","3311","null","242","null","6","null","9","null","2870","null","243","null","435","null","130","null","865","null","187","null",
"0500000US13025","Brantley County, Georgia","6823","null","272","null","5792","null","348","null","61","null","72","null","4499","null","328","null","1232","null","260","null","1031","null","223","null",
"0500000US13027","Brooks County, Georgia","6335","null","279","null","5186","null","315","null","30","null","33","null","4204","null","339","null","952","null","200","null","1149","null","173","null",
"0500000US13029","Bryan County, Georgia","13048","null","297","null","12091","null","354","null","32","null","39","null","11361","null","406","null","698","null","189","null","957","null","215","null",
"0500000US13031","Bulloch County, Georgia","27375","null","588","null","24790","null","614","null","91","null","57","null","21022","null","711","null","3677","null","482","null","2585","null","347","null",
"0500000US13033","Burke County, Georgia","8193","null","257","null","6934","null","318","null","1","null","3","null","5896","null","299","null","1037","null","213","null","1259","null","173","null",
"0500000US13035","Butts County, Georgia","8279","null","301","null","6848","null","351","null","22","null","33","null","5692","null","307","null","1134","null","271","null","1431","null","271","null",
"0500000US13037","Calhoun County, Georgia","1736","null","148","null","1259","null","142","null","4","null","7","null","1081","null","134","null","174","null","61","null","477","null","75","null",
"0500000US13039","Camden County, Georgia","19338","null","437","null","17905","null","507","null","16","null","20","null","16157","null","585","null","1732","null","339","null","1433","null","266","null",
"0500000US13043","Candler County, Georgia","4013","null","187","null","3084","null","211","null","16","null","17","null","2527","null","233","null","541","null","162","null","929","null","182","null",
"0500000US13045","Carroll County, Georgia","41903","null","544","null","37727","null","531","null","121","null","89","null","34046","null","696","null","3560","null","459","null","4176","null","493","null",
"0500000US13047","Catoosa County, Georgia","24778","null","522","null","22205","null","592","null","204","null","135","null","20400","null","607","null","1601","null","300","null","2573","null","381","null",
"0500000US13049","Charlton County, Georgia","3675","null","220","null","2871","null","251","null","23","null","34","null","2330","null","216","null","518","null","154","null","804","null","164","null",
"0500000US13051","Chatham County, Georgia","108568","null","887","null","100205","null","1101","null","334","null","143","null","91994","null","1276","null","7877","null","625","null","8363","null","673","null",
"0500000US13053","Chattahoochee County, Georgia","2570","null","201","null","2207","null","215","null","0","null","21","null","1988","null","219","null","219","null","72","null","363","null","108","null",
"0500000US13055","Chattooga County, Georgia","9260","null","336","null","7150","null","393","null","16","null","22","null","6274","null","356","null","860","null","194","null","2110","null","263","null",
"0500000US13057","Cherokee County, Georgia","88137","null","762","null","83762","null","933","null","130","null","86","null","80976","null","1028","null","2656","null","450","null","4375","null","523","null",
"0500000US13059","Clarke County, Georgia","48844","null","510","null","44729","null","677","null","49","null","41","null","39965","null","874","null","4715","null","597","null","4115","null","465","null",
"0500000US13061","Clay County, Georgia","1242","null","130","null","989","null","124","null","10","null","15","null","817","null","122","null","162","null","64","null","253","null","75","null",
"0500000US13063","Clayton County, Georgia","94279","null","807","null","87319","null","961","null","236","null","104","null","74464","null","1159","null","12619","null","911","null","6960","null","627","null",
"0500000US13065","Clinch County, Georgia","2477","null","103","null","1804","null","142","null","70","null","46","null","1135","null","177","null","599","null","151","null","673","null","139","null",
"0500000US13067","Cobb County, Georgia","280374","null","1209","null","270628","null","1462","null","588","null","154","null","255826","null","1646","null","14214","null","886","null","9746","null","704","null",
"0500000US13069","Coffee County, Georgia","14438","null","389","null","11490","null","517","null","49","null","35","null","9305","null","501","null","2136","null","344","null","2948","null","371","null",
"0500000US13071","Colquitt County, Georgia","15505","null","488","null","13234","null","512","null","65","null","50","null","10931","null","466","null","2238","null","296","null","2271","null","320","null",
"0500000US13073","Columbia County, Georgia","47215","null","1115","null","44102","null","1165","null","66","null","52","null","39221","null","1265","null","4815","null","667","null","3113","null","497","null",
"0500000US13075","Cook County, Georgia","6217","null","226","null","4935","null","247","null","33","null","26","null","3854","null","239","null","1048","null","180","null","1282","null","190","null",
"0500000US13077","Coweta County, Georgia","52035","null","515","null","48203","null","670","null","141","null","83","null","44075","null","744","null","3987","null","501","null","3832","null","482","null",
"0500000US13079","Crawford County, Georgia","4510","null","187","null","3993","null","231","null","51","null","35","null","3233","null","265","null","709","null","163","null","517","null","137","null",
"0500000US13081","Crisp County, Georgia","8585","null","380","null","6712","null","429","null","23","null","28","null","5107","null","384","null","1582","null","272","null","1873","null","324","null",
"0500000US13083","Dade County, Georgia","6195","null","250","null","5243","null","262","null","24","null","24","null","4614","null","285","null","605","null","145","null","952","null","163","null",
"0500000US13085","Dawson County, Georgia","9041","null","407","null","8470","null","421","null","6","null","9","null","7650","null","457","null","814","null","256","null","571","null","153","null",
"0500000US13087","Decatur County, Georgia","10084","null","311","null","6918","null","376","null","29","null","27","null","5554","null","384","null","1335","null","265","null","3166","null","400","null",
"0500000US13089","DeKalb County, Georgia","282436","null","1525","null","263545","null","1907","null","398","null","126","null","237873","null","2267","null","25274","null","1298","null","18891","null","1000","null",
"0500000US13091","Dodge County, Georgia","7628","null","377","null","5698","null","382","null","51","null","46","null","4578","null","318","null","1069","null","254","null","1930","null","269","null",
"0500000US13093","Dooly County, Georgia","5020","null","283","null","3826","null","296","null","29","null","31","null","2918","null","261","null","879","null","213","null","1194","null","236","null",
"0500000US13095","Dougherty County, Georgia","34087","null","652","null","28747","null","679","null","30","null","27","null","24741","null","702","null","3976","null","449","null","5340","null","441","null",
"0500000US13097","Douglas County, Georgia","49187","null","666","null","46426","null","807","null","38","null","43","null","39189","null","1113","null","7199","null","837","null","2761","null","405","null",
"0500000US13099","Early County, Georgia","4074","null","148","null","2499","null","235","null","1","null","3","null","1992","null","201","null","506","null","129","null","1575","null","238","null",
"0500000US13101","Echols County, Georgia","1561","null","132","null","1008","null","131","null","0","null","13","null","740","null","103","null","268","null","92","null","553","null","122","null",
"0500000US13103","Effingham County, Georgia","21172","null","358","null","19821","null","443","null","165","null","81","null","16962","null","476","null","2694","null","379","null","1351","null","256","null",
"0500000US13105","Elbert County, Georgia","7559","null","273","null","5329","null","305","null","33","null","48","null","4455","null","314","null","841","null","170","null","2230","null","290","null",
"0500000US13107","Emanuel County, Georgia","8387","null","309","null","6938","null","318","null","12","null","13","null","5708","null","324","null","1218","null","209","null","1449","null","219","null",
"0500000US13109","Evans County, Georgia","4020","null","169","null","3305","null","191","null","8","null","12","null","2728","null","190","null","569","null","139","null","715","null","124","null",
"0500000US13111","Fannin County, Georgia","10408","null","422","null","9122","null","413","null","74","null","62","null","8466","null","411","null","582","null","124","null","1286","null","214","null",
"0500000US13113","Fayette County, Georgia","40285","null","424","null","38118","null","540","null","69","null","53","null","36142","null","608","null","1907","null","347","null","2167","null","342","null",
"0500000US13115","Floyd County, Georgia","35679","null","539","null","30313","null","637","null","98","null","68","null","27498","null","610","null","2717","null","380","null","5366","null","468","null",
"0500000US13117","Forsyth County, Georgia","76753","null","525","null","74419","null","516","null","96","null","50","null","71913","null","642","null","2410","null","363","null","2334","null","290","null",
"0500000US13119","Franklin County, Georgia","8460","null","295","null","6877","null","309","null","58","null","34","null","5684","null","323","null","1135","null","187","null","1583","null","236","null",
"0500000US13121","Fulton County, Georgia","410576","null","2352","null","381985","null","2449","null","499","null","190","null","348604","null","2702","null","32882","null","1497","null","28591","null","1229","null",
"0500000US13123","Gilmer County, Georgia","12021","null","505","null","10115","null","505","null","74","null","64","null","9143","null","467","null","898","null","279","null","1906","null","292","null",
"0500000US13125","Glascock County, Georgia","1108","null","89","null","929","null","93","null","10","null","11","null","722","null","82","null","197","null","54","null","179","null","41","null",
"0500000US13127","Glynn County, Georgia","34119","null","604","null","29507","null","712","null","40","null","36","null","26222","null","811","null","3245","null","463","null","4612","null","486","null",
"0500000US13129","Gordon County, Georgia","20561","null","379","null","17367","null","557","null","39","null","33","null","14772","null","586","null","2556","null","422","null","3194","null","420","null",
"0500000US13131","Grady County, Georgia","9136","null","263","null","7243","null","346","null","42","null","40","null","6373","null","367","null","828","null","185","null","1893","null","264","null",
"0500000US13133","Greene County, Georgia","7132","null","262","null","5926","null","267","null","17","null","16","null","5051","null","251","null","858","null","176","null","1206","null","146","null",
"0500000US13135","Gwinnett County, Georgia","293330","null","1085","null","281157","null","1372","null","515","null","162","null","258915","null","1841","null","21727","null","1206","null","12173","null","821","null",
"0500000US13137","Habersham County, Georgia","15139","null","380","null","12330","null","466","null","62","null","48","null","10551","null","500","null","1717","null","306","null","2809","null","353","null",
"0500000US13139","Hall County, Georgia","64352","null","697","null","58808","null","786","null","141","null","74","null","54663","null","891","null","4004","null","478","null","5544","null","522","null",
"0500000US13141","Hancock County, Georgia","2974","null","403","null","2020","null","354","null","0","null","19","null","1401","null","267","null","619","null","205","null","954","null","212","null",
"0500000US13143","Haralson County, Georgia","11259","null","289","null","9731","null","395","null","51","null","45","null","8554","null","395","null","1126","null","303","null","1528","null","278","null",
"0500000US13145","Harris County, Georgia","12156","null","323","null","11175","null","353","null","139","null","93","null","10066","null","370","null","970","null","202","null","981","null","201","null",
"0500000US13147","Hart County, Georgia","9853","null","347","null","8177","null","388","null","72","null","57","null","6835","null","432","null","1270","null","265","null","1676","null","304","null",
"0500000US13149","Heard County, Georgia","4502","null","190","null","3730","null","218","null","1","null","3","null","3155","null","259","null","574","null","153","null","772","null","132","null",
"0500000US13151","Henry County, Georgia","75984","null","770","null","72648","null","826","null","102","null","67","null","66760","null","1066","null","5786","null","710","null","3336","null","408","null",
"0500000US13153","Houston County, Georgia","57056","null","763","null","52280","null","805","null","66","null","52","null","47257","null","983","null","4957","null","619","null","4776","null","539","null",
"0500000US13155","Irwin County, Georgia","3329","null","188","null","2391","null","234","null","3","null","6","null","1991","null","264","null","397","null","174","null","938","null","216","null",
"0500000US13157","Jackson County, Georgia","23166","null","377","null","20273","null","499","null","137","null","81","null","18201","null","599","null","1935","null","362","null","2893","null","398","null",
"0500000US13159","Jasper County, Georgia","5171","null","257","null","4422","null","255","null","4","null","7","null","3736","null","243","null","682","null","164","null","749","null","169","null",
"0500000US13161","Jeff Davis County, Georgia","5279","null","287","null","4368","null","309","null","0","null","21","null","3235","null","374","null","1133","null","271","null","911","null","198","null",
"0500000US13163","Jefferson County, Georgia","5664","null","254","null","4368","null","235","null","39","null","45","null","3330","null","285","null","999","null","184","null","1296","null","205","null",
"0500000US13165","Jenkins County, Georgia","3443","null","232","null","2752","null","247","null","9","null","15","null","1974","null","265","null","769","null","195","null","691","null","228","null",
"0500000US13167","Johnson County, Georgia","3393","null","330","null","2570","null","267","null","14","null","14","null","1976","null","248","null","580","null","132","null","823","null","143","null",
"0500000US13169","Jones County, Georgia","10701","null","295","null","9551","null","362","null","86","null","64","null","8369","null","353","null","1096","null","236","null","1150","null","233","null",
"0500000US13171","Lamar County, Georgia","6494","null","293","null","5543","null","339","null","0","null","21","null","4540","null","284","null","1003","null","267","null","951","null","236","null",
"0500000US13173","Lanier County, Georgia","3714","null","191","null","2969","null","242","null","0","null","21","null","2084","null","257","null","885","null","209","null","745","null","164","null",
"0500000US13175","Laurens County, Georgia","17142","null","475","null","12650","null","424","null","130","null","75","null","10180","null","436","null","2340","null","277","null","4492","null","394","null",
"0500000US13177","Lee County, Georgia","10226","null","284","null","9460","null","309","null","4","null","7","null","8572","null","359","null","884","null","238","null","766","null","194","null",
"0500000US13179","Liberty County, Georgia","23485","null","485","null","22026","null","520","null","45","null","37","null","20297","null","564","null","1684","null","341","null","1459","null","234","null",
"0500000US13181","Lincoln County, Georgia","3475","null","198","null","2457","null","252","null","0","null","19","null","1847","null","206","null","610","null","160","null","1018","null","156","null",
"0500000US13183","Long County, Georgia","5695","null","261","null","5306","null","292","null","0","null","21","null","4563","null","346","null","743","null","201","null","389","null","142","null",
"0500000US13185","Lowndes County, Georgia","41282","null","621","null","35516","null","870","null","110","null","61","null","26631","null","957","null","8775","null","886","null","5766","null","604","null",
"0500000US13187","Lumpkin County, Georgia","11570","null","404","null","10225","null","461","null","93","null","68","null","9295","null","466","null","837","null","242","null","1345","null","258","null",
"0500000US13189","McDuffie County, Georgia","8153","null","276","null","6445","null","409","null","28","null","26","null","5221","null","394","null","1196","null","294","null","1708","null","326","null",
"0500000US13191","McIntosh County, Georgia","6042","null","369","null","5097","null","421","null","0","null","21","null","4292","null","417","null","805","null","237","null","945","null","242","null",
"0500000US13193","Macon County, Georgia","4696","null","214","null","3553","null","267","null","0","null","21","null","2728","null","244","null","825","null","170","null","1143","null","186","null",
"0500000US13195","Madison County, Georgia","10744","null","248","null","8867","null","333","null","33","null","32","null","7768","null","373","null","1066","null","222","null","1877","null","324","null",
"0500000US13197","Marion County, Georgia","3408","null","188","null","2633","null","215","null","34","null","33","null","1905","null","250","null","694","null","155","null","775","null","157","null",
"0500000US13199","Meriwether County, Georgia","8051","null","353","null","6013","null","389","null","80","null","62","null","4768","null","396","null","1165","null","279","null","2038","null","240","null",
"0500000US13201","Miller County, Georgia","2333","null","125","null","1450","null","140","null","29","null","23","null","1086","null","126","null","335","null","90","null","883","null","130","null",
"0500000US13205","Mitchell County, Georgia","7982","null","214","null","6506","null","302","null","9","null","14","null","5439","null","352","null","1058","null","259","null","1476","null","238","null",
"0500000US13207","Monroe County, Georgia","9760","null","324","null","8731","null","379","null","39","null","38","null","7519","null","334","null","1173","null","214","null","1029","null","189","null",
"0500000US13209","Montgomery County, Georgia","3097","null","136","null","2637","null","142","null","9","null","10","null","2320","null","162","null","308","null","92","null","460","null","79","null",
"0500000US13211","Morgan County, Georgia","6942","null","240","null","6126","null","292","null","17","null","15","null","5277","null","295","null","832","null","153","null","816","null","195","null",
"0500000US13213","Murray County, Georgia","14385","null","320","null","12177","null","419","null","29","null","25","null","11055","null","394","null","1093","null","206","null","2208","null","326","null",
"0500000US13215","Muscogee County, Georgia","72759","null","869","null","63635","null","885","null","139","null","59","null","56034","null","894","null","7462","null","611","null","9124","null","509","null",
"0500000US13217","Newton County, Georgia","37018","null","475","null","34246","null","608","null","56","null","51","null","31368","null","711","null","2822","null","488","null","2772","null","475","null",
"0500000US13219","Oconee County, Georgia","13423","null","274","null","12682","null","291","null","50","null","49","null","12005","null","311","null","627","null","154","null","741","null","194","null",
"0500000US13221","Oglethorpe County, Georgia","5651","null","229","null","4319","null","276","null","31","null","33","null","3684","null","270","null","604","null","166","null","1332","null","190","null",
"0500000US13223","Paulding County, Georgia","53299","null","659","null","50064","null","796","null","55","null","48","null","45456","null","1098","null","4553","null","662","null","3235","null","591","null",
"0500000US13225","Peach County, Georgia","10136","null","318","null","8354","null","394","null","7","null","10","null","7441","null","441","null","906","null","206","null","1782","null","310","null",
"0500000US13227","Pickens County, Georgia","11868","null","433","null","10592","null","507","null","0","null","28","null","9975","null","491","null","617","null","198","null","1276","null","299","null",
"0500000US13229","Pierce County, Georgia","7048","null","263","null","5975","null","323","null","16","null","21","null","4486","null","347","null","1473","null","296","null","1073","null","227","null",
"0500000US13231","Pike County, Georgia","6143","null","175","null","5573","null","192","null","18","null","21","null","4702","null","207","null","853","null","192","null","570","null","126","null",
"0500000US13233","Polk County, Georgia","15038","null","390","null","13122","null","384","null","39","null","37","null","11072","null","401","null","2011","null","316","null","1916","null","288","null",
"0500000US13235","Pulaski County, Georgia","3687","null","376","null","3075","null","335","null","20","null","18","null","2582","null","309","null","473","null","144","null","612","null","196","null",
"0500000US13237","Putnam County, Georgia","8937","null","413","null","8076","null","429","null","8","null","14","null","6706","null","453","null","1362","null","334","null","861","null","209","null",
"0500000US13239","Quitman County, Georgia","842","null","95","null","578","null","79","null","7","null","11","null","407","null","66","null","164","null","63","null","264","null","89","null",
"0500000US13241","Rabun County, Georgia","6662","null","262","null","5550","null","259","null","22","null","24","null","4849","null","245","null","679","null","169","null","1112","null","202","null",
"0500000US13243","Randolph County, Georgia","2553","null","231","null","2085","null","234","null","12","null","13","null","1797","null","216","null","276","null","157","null","468","null","179","null",
"0500000US13245","Richmond County, Georgia","71400","null","1155","null","62193","null","1241","null","166","null","92","null","53090","null","1289","null","8937","null","803","null","9207","null","610","null",
"0500000US13247","Rockdale County, Georgia","31076","null","476","null","29404","null","553","null","85","null","65","null","25218","null","746","null","4101","null","593","null","1672","null","285","null",
"0500000US13249","Schley County, Georgia","1864","null","103","null","1582","null","100","null","3","null","5","null","1328","null","117","null","251","null","78","null","282","null","84","null",
"0500000US13251","Screven County, Georgia","5098","null","210","null","4008","null","231","null","9","null","11","null","3603","null","212","null","396","null","103","null","1090","null","171","null",
"0500000US13253","Seminole County, Georgia","3363","null","202","null","2518","null","191","null","41","null","42","null","2107","null","214","null","370","null","124","null","845","null","147","null",
"0500000US13255","Spalding County, Georgia","24336","null","527","null","20394","null","636","null","12","null","18","null","16639","null","708","null","3743","null","471","null","3942","null","461","null",
"0500000US13257","Stephens County, Georgia","9543","null","428","null","7735","null","418","null","23","null","34","null","6460","null","442","null","1252","null","271","null","1808","null","304","null",
"0500000US13259","Stewart County, Georgia","1816","null","156","null","1392","null","192","null","0","null","19","null","1113","null","169","null","279","null","146","null","424","null","114","null",
"0500000US13261","Sumter County, Georgia","11510","null","367","null","9671","null","407","null","43","null","42","null","7597","null","468","null","2031","null","380","null","1839","null","295","null",
"0500000US13263","Talbot County, Georgia","2809","null","110","null","2040","null","141","null","21","null","22","null","1561","null","139","null","458","null","95","null","769","null","117","null",
"0500000US13265","Taliaferro County, Georgia","593","null","59","null","394","null","59","null","0","null","13","null","282","null","52","null","112","null","37","null","199","null","43","null",
"0500000US13267","Tattnall County, Georgia","8241","null","317","null","7044","null","376","null","6","null","10","null","5961","null","429","null","1077","null","256","null","1197","null","265","null",
"0500000US13269","Taylor County, Georgia","3473","null","197","null","2542","null","209","null","11","null","16","null","2055","null","201","null","476","null","162","null","931","null","154","null",
"0500000US13271","Telfair County, Georgia","4668","null","335","null","2413","null","331","null","0","null","21","null","1606","null","287","null","807","null","228","null","2255","null","325","null",
"0500000US13273","Terrell County, Georgia","3399","null","172","null","2769","null","169","null","5","null","11","null","2389","null","206","null","375","null","118","null","630","null","119","null",
"0500000US13275","Thomas County, Georgia","17595","null","430","null","15320","null","503","null","41","null","25","null","13762","null","539","null","1517","null","287","null","2275","null","345","null",
"0500000US13277","Tift County, Georgia","15144","null","369","null","11089","null","466","null","94","null","66","null","9442","null","530","null","1553","null","300","null","4055","null","518","null",
"0500000US13279","Toombs County, Georgia","10030","null","358","null","7880","null","442","null","21","null","24","null","6907","null","426","null","952","null","238","null","2150","null","319","null",
"0500000US13281","Towns County, Georgia","4898","null","266","null","4100","null","271","null","14","null","15","null","3727","null","280","null","359","null","105","null","798","null","184","null",
"0500000US13283","Treutlen County, Georgia","2490","null","199","null","1900","null","167","null","0","null","19","null","1565","null","145","null","335","null","125","null","590","null","138","null",
"0500000US13285","Troup County, Georgia","24928","null","433","null","20823","null","569","null","72","null","51","null","17830","null","590","null","2921","null","391","null","4105","null","411","null",
"0500000US13287","Turner County, Georgia","3169","null","200","null","2475","null","229","null","0","null","19","null","1947","null","250","null","528","null","172","null","694","null","178","null",
"0500000US13289","Twiggs County, Georgia","3044","null","168","null","2094","null","195","null","0","null","19","null","1815","null","168","null","279","null","115","null","950","null","173","null",
"0500000US13291","Union County, Georgia","9743","null","375","null","8535","null","415","null","62","null","47","null","7237","null","424","null","1236","null","244","null","1208","null","245","null",
"0500000US13293","Upson County, Georgia","10154","null","309","null","8452","null","335","null","20","null","38","null","6989","null","351","null","1443","null","271","null","1702","null","261","null",
"0500000US13295","Walker County, Georgia","25975","null","552","null","22484","null","661","null","94","null","60","null","19993","null","658","null","2397","null","366","null","3491","null","469","null",
"0500000US13297","Walton County, Georgia","31670","null","420","null","28871","null","582","null","97","null","51","null","25725","null","678","null","3049","null","481","null","2799","null","422","null",
"0500000US13299","Ware County, Georgia","13823","null","385","null","12101","null","361","null","0","null","28","null","9226","null","465","null","2875","null","422","null","1722","null","254","null",
"0500000US13301","Warren County, Georgia","2244","null","140","null","1605","null","140","null","5","null","7","null","1026","null","141","null","574","null","128","null","639","null","108","null",
"0500000US13303","Washington County, Georgia","7503","null","282","null","5886","null","321","null","38","null","29","null","4644","null","328","null","1204","null","217","null","1617","null","220","null",
"0500000US13305","Wayne County, Georgia","10400","null","362","null","8938","null","369","null","20","null","22","null","7532","null","390","null","1386","null","242","null","1462","null","253","null",
"0500000US13307","Webster County, Georgia","1140","null","106","null","932","null","98","null","9","null","14","null","726","null","105","null","197","null","79","null","208","null","74","null",
"0500000US13309","Wheeler County, Georgia","1862","null","133","null","805","null","132","null","15","null","28","null","732","null","122","null","58","null","35","null","1057","null","171","null",
"0500000US13311","White County, Georgia","11695","null","481","null","10160","null","539","null","95","null","65","null","8661","null","541","null","1404","null","270","null","1535","null","350","null",
"0500000US13313","Whitfield County, Georgia","35629","null","480","null","30472","null","711","null","152","null","90","null","28226","null","751","null","2094","null","373","null","5157","null","551","null",
"0500000US13315","Wilcox County, Georgia","2575","null","135","null","1673","null","151","null","21","null","17","null","1391","null","142","null","261","null","80","null","902","null","105","null",
"0500000US13317","Wilkes County, Georgia","3979","null","147","null","2504","null","205","null","9","null","10","null","1872","null","190","null","623","null","145","null","1475","null","218","null",
"0500000US13319","Wilkinson County, Georgia","3185","null","150","null","2331","null","144","null","45","null","37","null","1825","null","158","null","461","null","97","null","854","null","133","null",
"0500000US13321","Worth County, Georgia","8002","null","235","null","6569","null","273","null","15","null","15","null","5513","null","337","null","1041","null","232","null","1433","null","231","null",
"0500000US15001","Hawaii County, Hawaii","69453","null","943","null","60767","null","1007","null","370","null","137","null","53488","null","1036","null","6909","null","610","null","8686","null","633","null",
"0500000US15003","Honolulu County, Hawaii","312795","null","1538","null","288038","null","1704","null","608","null","142","null","268895","null","1783","null","18535","null","808","null","24757","null","944","null",
