"GEO_ID","NAME","B28003_001E","B28003_001EA","B28003_001M","B28003_001MA","B28003_002E","B28003_002EA","B28003_002M","B28003_002MA","B28003_003E","B28003_003EA","B28003_003M","B28003_003MA","B28003_004E","B28003_004EA","B28003_004M","B28003_004MA","B28003_005E","B28003_005EA","B28003_005M","B28003_005MA","B28003_006E","B28003_006EA","B28003_006M","B28003_006MA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!Has a computer:","Annotation of Estimate!!Total:!!Has a computer:","Margin of Error!!Total:!!Has a computer:","Annotation of Margin of Error!!Total:!!Has a computer:","Estimate!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Annotation of Estimate!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Margin of Error!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Annotation of Margin of Error!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Estimate!!Total:!!Has a computer:!!With a broadband Internet subscription","Annotation of Estimate!!Total:!!Has a computer:!!With a broadband Internet subscription","Margin of Error!!Total:!!Has a computer:!!With a broadband Internet subscription","Annotation of Margin of Error!!Total:!!Has a computer:!!With a broadband Internet subscription","Estimate!!Total:!!Has a computer:!!Without an Internet subscription","Annotation of Estimate!!Total:!!Has a computer:!!Without an Internet subscription","Margin of Error!!Total:!!Has a computer:!!Without an Internet subscription","Annotation of Margin of Error!!Total:!!Has a computer:!!Without an Internet subscription","Estimate!!Total:!!No computer","Annotation of Estimate!!Total:!!No computer","Margin of Error!!Total:!!No computer","Annotation of Margin of Error!!Total:!!No computer",
"0500000US25013","Hampden County, Massachusetts","179423","null","855","null","155015","null","1274","null","695","null","158","null","139773","null","1347","null","14547","null","874","null","24408","null","1005","null",
"0500000US25015","Hampshire County, Massachusetts","58838","null","617","null","54643","null","652","null","249","null","79","null","51319","null","748","null","3075","null","389","null","4195","null","369","null",
"0500000US25017","Middlesex County, Massachusetts","604384","null","1826","null","562578","null","2155","null","1366","null","263","null","538003","null","2551","null","23209","null","1252","null","41806","null","1175","null",
"0500000US25019","Nantucket County, Massachusetts","3713","null","239","null","3586","null","234","null","6","null","9","null","3395","null","235","null","185","null","89","null","127","null","52","null",
"0500000US25021","Norfolk County, Massachusetts","265300","null","962","null","248636","null","1157","null","557","null","156","null","237684","null","1249","null","10395","null","745","null","16664","null","904","null",
"0500000US25023","Plymouth County, Massachusetts","187460","null","1194","null","174201","null","1325","null","323","null","111","null","164247","null","1544","null","9631","null","873","null","13259","null","782","null",
"0500000US25025","Suffolk County, Massachusetts","309844","null","1459","null","280847","null","1724","null","606","null","187","null","260003","null","1879","null","20238","null","1125","null","28997","null","1094","null",
"0500000US25027","Worcester County, Massachusetts","309951","null","1360","null","282001","null","1578","null","1060","null","198","null","263457","null","1766","null","17484","null","827","null","27950","null","1050","null",
"0500000US26001","Alcona County, Michigan","4988","null","139","null","4151","null","132","null","49","null","17","null","3534","null","120","null","568","null","75","null","837","null","90","null",
"0500000US26003","Alger County, Michigan","3007","null","180","null","2473","null","168","null","35","null","26","null","2199","null","148","null","239","null","64","null","534","null","93","null",
"0500000US26005","Allegan County, Michigan","43416","null","583","null","37727","null","577","null","212","null","74","null","34229","null","603","null","3286","null","313","null","5689","null","451","null",
"0500000US26007","Alpena County, Michigan","12752","null","283","null","10807","null","308","null","73","null","38","null","9654","null","300","null","1080","null","154","null","1945","null","173","null",
"0500000US26009","Antrim County, Michigan","9899","null","265","null","8878","null","289","null","48","null","23","null","7834","null","291","null","996","null","120","null","1021","null","127","null",
"0500000US26011","Arenac County, Michigan","6571","null","180","null","5365","null","182","null","64","null","20","null","4649","null","176","null","652","null","82","null","1206","null","103","null",
"0500000US26013","Baraga County, Michigan","3107","null","152","null","2564","null","158","null","51","null","23","null","2287","null","157","null","226","null","52","null","543","null","91","null",
"0500000US26015","Barry County, Michigan","24296","null","400","null","21467","null","433","null","170","null","83","null","19373","null","457","null","1924","null","229","null","2829","null","305","null",
"0500000US26017","Bay County, Michigan","44339","null","476","null","38664","null","475","null","163","null","63","null","35946","null","559","null","2555","null","292","null","5675","null","441","null",
"0500000US26019","Benzie County, Michigan","6792","null","196","null","6118","null","199","null","60","null","21","null","5609","null","192","null","449","null","78","null","674","null","90","null",
"0500000US26021","Berrien County, Michigan","63665","null","506","null","55831","null","598","null","307","null","77","null","47247","null","735","null","8277","null","621","null","7834","null","409","null",
"0500000US26023","Branch County, Michigan","16650","null","293","null","14517","null","326","null","122","null","41","null","12817","null","353","null","1578","null","177","null","2133","null","189","null",
"0500000US26025","Calhoun County, Michigan","53991","null","612","null","47152","null","775","null","192","null","69","null","42484","null","752","null","4476","null","335","null","6839","null","471","null",
"0500000US26027","Cass County, Michigan","21019","null","328","null","18665","null","376","null","151","null","69","null","16314","null","423","null","2200","null","269","null","2354","null","239","null",
"0500000US26029","Charlevoix County, Michigan","11503","null","245","null","10369","null","271","null","58","null","22","null","9021","null","267","null","1290","null","181","null","1134","null","130","null",
"0500000US26031","Cheboygan County, Michigan","11195","null","309","null","9563","null","311","null","74","null","34","null","8287","null","276","null","1202","null","161","null","1632","null","166","null",
"0500000US26033","Chippewa County, Michigan","13999","null","337","null","12049","null","367","null","68","null","27","null","10940","null","354","null","1041","null","184","null","1950","null","232","null",
"0500000US26035","Clare County, Michigan","12199","null","320","null","10150","null","350","null","36","null","26","null","8742","null","349","null","1372","null","140","null","2049","null","189","null",
"0500000US26037","Clinton County, Michigan","29728","null","298","null","27227","null","324","null","209","null","60","null","25223","null","336","null","1795","null","196","null","2501","null","216","null",
"0500000US26039","Crawford County, Michigan","6141","null","261","null","5497","null","250","null","30","null","15","null","5038","null","224","null","429","null","88","null","644","null","118","null",
"0500000US26041","Delta County, Michigan","16234","null","256","null","13603","null","320","null","82","null","39","null","12174","null","340","null","1347","null","181","null","2631","null","270","null",
"0500000US26043","Dickinson County, Michigan","11231","null","311","null","9484","null","327","null","88","null","51","null","8520","null","342","null","876","null","191","null","1747","null","192","null",
"0500000US26045","Eaton County, Michigan","44480","null","409","null","40669","null","421","null","167","null","66","null","36803","null","528","null","3699","null","401","null","3811","null","299","null",
"0500000US26047","Emmet County, Michigan","14463","null","326","null","13012","null","356","null","66","null","29","null","11825","null","371","null","1121","null","119","null","1451","null","157","null",
"0500000US26049","Genesee County, Michigan","167902","null","1068","null","145614","null","1170","null","585","null","147","null","127873","null","1353","null","17156","null","923","null","22288","null","895","null",
"0500000US26051","Gladwin County, Michigan","11047","null","206","null","8805","null","214","null","85","null","29","null","7668","null","236","null","1052","null","122","null","2242","null","162","null",
"0500000US26053","Gogebic County, Michigan","6744","null","257","null","5410","null","276","null","69","null","36","null","4536","null","263","null","805","null","156","null","1334","null","153","null",
"0500000US26055","Grand Traverse County, Michigan","37319","null","597","null","34484","null","719","null","163","null","75","null","31726","null","683","null","2595","null","388","null","2835","null","290","null",
"0500000US26057","Gratiot County, Michigan","15035","null","289","null","12838","null","319","null","95","null","45","null","10787","null","314","null","1956","null","238","null","2197","null","218","null",
"0500000US26059","Hillsdale County, Michigan","18107","null","280","null","14967","null","323","null","139","null","41","null","13234","null","357","null","1594","null","176","null","3140","null","215","null",
"0500000US26061","Houghton County, Michigan","13386","null","312","null","11597","null","341","null","58","null","38","null","10379","null","315","null","1160","null","167","null","1789","null","185","null",
"0500000US26063","Huron County, Michigan","13847","null","273","null","11604","null","305","null","41","null","16","null","9876","null","313","null","1687","null","162","null","2243","null","193","null",
"0500000US26065","Ingham County, Michigan","112840","null","865","null","104062","null","928","null","424","null","104","null","92161","null","1055","null","11477","null","680","null","8778","null","670","null",
"0500000US26067","Ionia County, Michigan","22964","null","410","null","20662","null","407","null","110","null","46","null","18444","null","335","null","2108","null","288","null","2302","null","228","null",
"0500000US26069","Iosco County, Michigan","11669","null","265","null","10019","null","269","null","108","null","38","null","9095","null","264","null","816","null","123","null","1650","null","170","null",
"0500000US26071","Iron County, Michigan","5225","null","162","null","4267","null","161","null","53","null","22","null","3526","null","179","null","688","null","106","null","958","null","105","null",
"0500000US26073","Isabella County, Michigan","24739","null","430","null","22571","null","459","null","75","null","30","null","18789","null","416","null","3707","null","319","null","2168","null","159","null",
"0500000US26075","Jackson County, Michigan","61805","null","707","null","55149","null","742","null","301","null","92","null","49919","null","768","null","4929","null","444","null","6656","null","437","null",
"0500000US26077","Kalamazoo County, Michigan","103445","null","875","null","95262","null","989","null","326","null","96","null","89065","null","890","null","5871","null","471","null","8183","null","590","null",
"0500000US26079","Kalkaska County, Michigan","7145","null","212","null","6229","null","223","null","88","null","46","null","5249","null","225","null","892","null","118","null","916","null","117","null",
"0500000US26081","Kent County, Michigan","241746","null","975","null","222543","null","1208","null","706","null","151","null","206834","null","1430","null","15003","null","814","null","19203","null","865","null",
"0500000US26083","Keweenaw County, Michigan","1081","null","74","null","927","null","81","null","3","null","3","null","777","null","74","null","147","null","43","null","154","null","45","null",
"0500000US26085","Lake County, Michigan","4631","null","116","null","3635","null","119","null","27","null","15","null","2897","null","116","null","711","null","83","null","996","null","97","null",
"0500000US26087","Lapeer County, Michigan","33700","null","386","null","30498","null","437","null","199","null","84","null","27186","null","498","null","3113","null","290","null","3202","null","334","null",
"0500000US26089","Leelanau County, Michigan","9139","null","217","null","8350","null","240","null","44","null","17","null","7709","null","225","null","597","null","105","null","789","null","121","null",
"0500000US26091","Lenawee County, Michigan","38345","null","523","null","34605","null","597","null","218","null","65","null","31084","null","626","null","3303","null","264","null","3740","null","323","null",
"0500000US26093","Livingston County, Michigan","72000","null","450","null","67705","null","552","null","218","null","76","null","62499","null","681","null","4988","null","454","null","4295","null","368","null",
"0500000US26095","Luce County, Michigan","2231","null","160","null","1805","null","147","null","43","null","31","null","1598","null","135","null","164","null","41","null","426","null","77","null",
"0500000US26097","Mackinac County, Michigan","5269","null","250","null","4604","null","225","null","44","null","22","null","3893","null","194","null","667","null","114","null","665","null","110","null",
"0500000US26099","Macomb County, Michigan","346402","null","1325","null","313827","null","1501","null","677","null","125","null","294804","null","1679","null","18346","null","988","null","32575","null","970","null",
"0500000US26101","Manistee County, Michigan","9426","null","275","null","8066","null","271","null","81","null","34","null","7249","null","251","null","736","null","103","null","1360","null","124","null",
"0500000US26103","Marquette County, Michigan","26552","null","426","null","23805","null","478","null","59","null","39","null","21116","null","472","null","2630","null","276","null","2747","null","254","null",
"0500000US26105","Mason County, Michigan","12186","null","295","null","10527","null","303","null","61","null","28","null","9187","null","296","null","1279","null","187","null","1659","null","152","null",
"0500000US26107","Mecosta County, Michigan","15808","null","405","null","13767","null","436","null","115","null","39","null","11990","null","412","null","1662","null","232","null","2041","null","237","null",
"0500000US26109","Menominee County, Michigan","10627","null","268","null","8758","null","306","null","89","null","53","null","7722","null","275","null","947","null","141","null","1869","null","173","null",
"0500000US26111","Midland County, Michigan","34199","null","413","null","30557","null","492","null","267","null","127","null","28251","null","502","null","2039","null","261","null","3642","null","346","null",
"0500000US26113","Missaukee County, Michigan","6055","null","149","null","5212","null","139","null","61","null","19","null","4570","null","152","null","581","null","77","null","843","null","82","null",
"0500000US26115","Monroe County, Michigan","59929","null","547","null","53840","null","609","null","377","null","151","null","48359","null","684","null","5104","null","512","null","6089","null","406","null",
"0500000US26117","Montcalm County, Michigan","23913","null","361","null","19982","null","415","null","158","null","55","null","17214","null","447","null","2610","null","275","null","3931","null","324","null",
"0500000US26119","Montmorency County, Michigan","4452","null","174","null","3702","null","149","null","36","null","17","null","3190","null","149","null","476","null","101","null","750","null","98","null",
"0500000US26121","Muskegon County, Michigan","65939","null","653","null","57784","null","748","null","374","null","97","null","51565","null","783","null","5845","null","456","null","8155","null","452","null",
"0500000US26123","Newaygo County, Michigan","19161","null","275","null","16213","null","324","null","148","null","46","null","13821","null","387","null","2244","null","220","null","2948","null","242","null",
"0500000US26125","Oakland County, Michigan","504585","null","1837","null","473051","null","2013","null","1088","null","158","null","447043","null","2113","null","24920","null","1056","null","31534","null","984","null",
"0500000US26127","Oceana County, Michigan","10156","null","232","null","8910","null","239","null","67","null","28","null","7411","null","226","null","1432","null","150","null","1246","null","114","null",
"0500000US26129","Ogemaw County, Michigan","9184","null","237","null","7703","null","228","null","67","null","29","null","6683","null","229","null","953","null","84","null","1481","null","137","null",
"0500000US26131","Ontonagon County, Michigan","2793","null","103","null","2242","null","88","null","26","null","15","null","1933","null","83","null","283","null","52","null","551","null","68","null",
"0500000US26133","Osceola County, Michigan","9181","null","162","null","7721","null","193","null","56","null","18","null","6343","null","201","null","1322","null","122","null","1460","null","120","null",
"0500000US26135","Oscoda County, Michigan","3806","null","171","null","2934","null","164","null","47","null","22","null","2439","null","153","null","448","null","99","null","872","null","113","null",
"0500000US26137","Otsego County, Michigan","9944","null","241","null","9019","null","265","null","64","null","29","null","8132","null","275","null","823","null","150","null","925","null","163","null",
"0500000US26139","Ottawa County, Michigan","102610","null","669","null","95275","null","816","null","381","null","95","null","88188","null","1036","null","6706","null","627","null","7335","null","500","null",
"0500000US26141","Presque Isle County, Michigan","5797","null","134","null","4785","null","143","null","74","null","25","null","4133","null","154","null","578","null","75","null","1012","null","93","null",
"0500000US26143","Roscommon County, Michigan","11139","null","356","null","9524","null","380","null","48","null","27","null","8617","null","372","null","859","null","129","null","1615","null","176","null",
"0500000US26145","Saginaw County, Michigan","78933","null","654","null","67420","null","830","null","303","null","86","null","61341","null","824","null","5776","null","438","null","11513","null","546","null",
"0500000US26147","St. Clair County, Michigan","64850","null","525","null","57884","null","557","null","294","null","67","null","53145","null","543","null","4445","null","293","null","6966","null","380","null",
"0500000US26149","St. Joseph County, Michigan","24150","null","319","null","20693","null","403","null","172","null","59","null","18471","null","470","null","2050","null","249","null","3457","null","278","null",
"0500000US26151","Sanilac County, Michigan","17499","null","286","null","14735","null","293","null","143","null","35","null","12215","null","281","null","2377","null","208","null","2764","null","171","null",
"0500000US26153","Schoolcraft County, Michigan","3468","null","139","null","2914","null","147","null","27","null","13","null","2550","null","133","null","337","null","75","null","554","null","92","null",
"0500000US26155","Shiawassee County, Michigan","27593","null","295","null","24355","null","375","null","124","null","46","null","21784","null","387","null","2447","null","252","null","3238","null","294","null",
"0500000US26157","Tuscola County, Michigan","21777","null","334","null","18709","null","373","null","202","null","55","null","15837","null","350","null","2670","null","249","null","3068","null","231","null",
"0500000US26159","Van Buren County, Michigan","29411","null","528","null","25927","null","560","null","124","null","50","null","22698","null","554","null","3105","null","325","null","3484","null","294","null",
"0500000US26161","Washtenaw County, Michigan","141245","null","943","null","133958","null","1071","null","267","null","77","null","124970","null","1082","null","8721","null","685","null","7287","null","535","null",
"0500000US26163","Wayne County, Michigan","682282","null","2593","null","596135","null","2682","null","2152","null","268","null","507517","null","3224","null","86466","null","2093","null","86147","null","1695","null",
"0500000US26165","Wexford County, Michigan","12963","null","291","null","11099","null","309","null","64","null","26","null","9554","null","293","null","1481","null","161","null","1864","null","205","null",
"0500000US27001","Aitkin County, Minnesota","7681","null","248","null","6497","null","232","null","85","null","18","null","5605","null","233","null","807","null","103","null","1184","null","114","null",
"0500000US27003","Anoka County, Minnesota","128198","null","456","null","120181","null","674","null","768","null","122","null","113637","null","790","null","5776","null","415","null","8017","null","559","null",
"0500000US27005","Becker County, Minnesota","13617","null","226","null","12067","null","246","null","105","null","23","null","10854","null","250","null","1108","null","163","null","1550","null","131","null",
"0500000US27007","Beltrami County, Minnesota","17372","null","279","null","15190","null","370","null","45","null","24","null","13710","null","421","null","1435","null","235","null","2182","null","232","null",
"0500000US27009","Benton County, Minnesota","16452","null","196","null","14916","null","236","null","61","null","29","null","13577","null","351","null","1278","null","220","null","1536","null","175","null",
"0500000US27011","Big Stone County, Minnesota","2298","null","98","null","1910","null","103","null","13","null","8","null","1771","null","97","null","126","null","34","null","388","null","56","null",
"0500000US27013","Blue Earth County, Minnesota","26091","null","343","null","24109","null","387","null","96","null","35","null","22047","null","438","null","1966","null","249","null","1982","null","214","null",
"0500000US27015","Brown County, Minnesota","10764","null","200","null","9521","null","229","null","76","null","26","null","8674","null","246","null","771","null","122","null","1243","null","123","null",
"0500000US27017","Carlton County, Minnesota","13613","null","288","null","11902","null","300","null","107","null","47","null","10355","null","281","null","1440","null","186","null","1711","null","180","null",
"0500000US27019","Carver County, Minnesota","36754","null","335","null","34967","null","381","null","173","null","63","null","33204","null","387","null","1590","null","244","null","1787","null","229","null",
"0500000US27021","Cass County, Minnesota","13164","null","298","null","11486","null","307","null","126","null","22","null","10133","null","334","null","1227","null","102","null","1678","null","102","null",
"0500000US27023","Chippewa County, Minnesota","5209","null","123","null","4334","null","162","null","152","null","99","null","3799","null","196","null","383","null","104","null","875","null","137","null",
"0500000US27025","Chisago County, Minnesota","20242","null","267","null","18504","null","301","null","92","null","40","null","17296","null","315","null","1116","null","179","null","1738","null","210","null",
"0500000US27027","Clay County, Minnesota","24364","null","421","null","21965","null","478","null","102","null","37","null","19546","null","474","null","2317","null","378","null","2399","null","300","null",
"0500000US27029","Clearwater County, Minnesota","3405","null","96","null","2842","null","100","null","18","null","10","null","2592","null","96","null","232","null","45","null","563","null","62","null",
"0500000US27031","Cook County, Minnesota","2691","null","163","null","2437","null","170","null","22","null","16","null","2155","null","167","null","260","null","70","null","254","null","62","null",
"0500000US27033","Cottonwood County, Minnesota","4846","null","135","null","4158","null","175","null","40","null","23","null","3637","null","170","null","481","null","110","null","688","null","116","null",
"0500000US27035","Crow Wing County, Minnesota","26820","null","479","null","24208","null","515","null","224","null","49","null","22064","null","530","null","1920","null","219","null","2612","null","245","null",
"0500000US27037","Dakota County, Minnesota","161488","null","587","null","152853","null","825","null","431","null","99","null","143580","null","1054","null","8842","null","676","null","8635","null","599","null",
"0500000US27039","Dodge County, Minnesota","7756","null","139","null","7132","null","183","null","45","null","28","null","6707","null","174","null","380","null","82","null","624","null","97","null",
"0500000US27041","Douglas County, Minnesota","16663","null","259","null","14911","null","295","null","196","null","52","null","12993","null","371","null","1722","null","324","null","1752","null","220","null",
"0500000US27043","Faribault County, Minnesota","6137","null","154","null","5155","null","155","null","59","null","20","null","4600","null","154","null","496","null","76","null","982","null","123","null",
"0500000US27045","Fillmore County, Minnesota","8616","null","177","null","7356","null","187","null","105","null","23","null","6558","null","177","null","693","null","88","null","1260","null","98","null",
"0500000US27047","Freeborn County, Minnesota","13009","null","228","null","11295","null","264","null","112","null","50","null","9921","null","327","null","1262","null","165","null","1714","null","171","null",
"0500000US27049","Goodhue County, Minnesota","19452","null","225","null","17533","null","270","null","199","null","54","null","15983","null","281","null","1351","null","197","null","1919","null","183","null",
"0500000US27051","Grant County, Minnesota","2612","null","83","null","2335","null","83","null","22","null","14","null","1985","null","96","null","328","null","44","null","277","null","42","null",
"0500000US27053","Hennepin County, Minnesota","508030","null","1677","null","476298","null","1857","null","1676","null","213","null","439977","null","2132","null","34645","null","1295","null","31732","null","1111","null",
"0500000US27055","Houston County, Minnesota","8253","null","122","null","7301","null","166","null","70","null","41","null","6782","null","186","null","449","null","107","null","952","null","123","null",
"0500000US27057","Hubbard County, Minnesota","8688","null","181","null","7713","null","177","null","114","null","27","null","6892","null","190","null","707","null","114","null","975","null","105","null",
"0500000US27059","Isanti County, Minnesota","14903","null","196","null","13456","null","287","null","160","null","47","null","12196","null","309","null","1100","null","170","null","1447","null","190","null",
"0500000US27061","Itasca County, Minnesota","19506","null","367","null","16960","null","375","null","127","null","49","null","15159","null","369","null","1674","null","199","null","2546","null","208","null",
"0500000US27063","Jackson County, Minnesota","4419","null","134","null","3889","null","145","null","29","null","17","null","3486","null","149","null","374","null","67","null","530","null","71","null",
"0500000US27065","Kanabec County, Minnesota","6439","null","144","null","5528","null","144","null","47","null","19","null","4832","null","151","null","649","null","82","null","911","null","86","null",
"0500000US27067","Kandiyohi County, Minnesota","16889","null","235","null","15170","null","264","null","106","null","30","null","13638","null","292","null","1426","null","185","null","1719","null","220","null",
"0500000US27069","Kittson County, Minnesota","1860","null","84","null","1565","null","95","null","22","null","11","null","1217","null","76","null","326","null","87","null","295","null","52","null",
"0500000US27071","Koochiching County, Minnesota","5538","null","219","null","4738","null","233","null","37","null","27","null","4205","null","214","null","496","null","117","null","800","null","135","null",
"0500000US27073","Lac qui Parle County, Minnesota","3090","null","132","null","2643","null","123","null","14","null","12","null","2416","null","121","null","213","null","46","null","447","null","62","null",
"0500000US27075","Lake County, Minnesota","5192","null","249","null","4627","null","250","null","75","null","37","null","4122","null","271","null","430","null","92","null","565","null","104","null",
"0500000US27077","Lake of the Woods County, Minnesota","1470","null","118","null","1216","null","139","null","9","null","12","null","730","null","88","null","477","null","126","null","254","null","82","null",
"0500000US27079","Le Sueur County, Minnesota","10939","null","166","null","9878","null","209","null","131","null","36","null","8910","null","232","null","837","null","155","null","1061","null","127","null",
"0500000US27081","Lincoln County, Minnesota","2468","null","86","null","2006","null","76","null","27","null","16","null","1763","null","83","null","216","null","47","null","462","null","59","null",
"0500000US27083","Lyon County, Minnesota","10018","null","178","null","9164","null","209","null","64","null","26","null","8331","null","228","null","769","null","127","null","854","null","122","null",
"0500000US27085","McLeod County, Minnesota","14714","null","211","null","13144","null","263","null","94","null","37","null","12116","null","275","null","934","null","197","null","1570","null","198","null",
"0500000US27087","Mahnomen County, Minnesota","1946","null","47","null","1543","null","58","null","10","null","6","null","1324","null","65","null","209","null","31","null","403","null","53","null",
"0500000US27089","Marshall County, Minnesota","3971","null","87","null","3461","null","105","null","97","null","36","null","3015","null","104","null","349","null","46","null","510","null","60","null",
"0500000US27091","Martin County, Minnesota","8759","null","227","null","7527","null","250","null","93","null","30","null","6807","null","268","null","627","null","127","null","1232","null","177","null",
"0500000US27093","Meeker County, Minnesota","9209","null","161","null","8073","null","186","null","72","null","26","null","7169","null","192","null","832","null","120","null","1136","null","116","null",
"0500000US27095","Mille Lacs County, Minnesota","10249","null","183","null","8926","null","210","null","75","null","30","null","7860","null","249","null","991","null","185","null","1323","null","155","null",
"0500000US27097","Morrison County, Minnesota","13371","null","253","null","11330","null","258","null","111","null","29","null","10079","null","246","null","1140","null","113","null","2041","null","186","null",
"0500000US27099","Mower County, Minnesota","15565","null","330","null","13679","null","359","null","123","null","40","null","12267","null","407","null","1289","null","207","null","1886","null","211","null",
"0500000US27101","Murray County, Minnesota","3645","null","119","null","3103","null","122","null","40","null","12","null","2696","null","149","null","367","null","74","null","542","null","61","null",
"0500000US27103","Nicollet County, Minnesota","12885","null","228","null","11787","null","250","null","84","null","46","null","10825","null","293","null","878","null","174","null","1098","null","188","null",
"0500000US27105","Nobles County, Minnesota","8033","null","118","null","7030","null","181","null","96","null","39","null","6041","null","182","null","893","null","156","null","1003","null","123","null",
"0500000US27107","Norman County, Minnesota","2746","null","89","null","2291","null","75","null","24","null","12","null","1894","null","81","null","373","null","53","null","455","null","59","null",
"0500000US27109","Olmsted County, Minnesota","62108","null","511","null","57969","null","606","null","218","null","84","null","53930","null","620","null","3821","null","362","null","4139","null","378","null",
"0500000US27111","Otter Tail County, Minnesota","24687","null","299","null","21340","null","359","null","294","null","58","null","18311","null","392","null","2735","null","274","null","3347","null","258","null",
"0500000US27113","Pennington County, Minnesota","5995","null","138","null","5284","null","182","null","7","null","8","null","4767","null","183","null","510","null","125","null","711","null","143","null",
"0500000US27115","Pine County, Minnesota","10760","null","219","null","9119","null","237","null","97","null","24","null","7917","null","230","null","1105","null","103","null","1641","null","138","null",
"0500000US27117","Pipestone County, Minnesota","3973","null","122","null","3426","null","138","null","29","null","15","null","3058","null","135","null","339","null","74","null","547","null","102","null",
"0500000US27119","Polk County, Minnesota","12584","null","244","null","10809","null","299","null","52","null","28","null","10053","null","309","null","704","null","108","null","1775","null","187","null",
"0500000US27121","Pope County, Minnesota","4981","null","205","null","4304","null","197","null","39","null","19","null","3767","null","187","null","498","null","88","null","677","null","81","null",
"0500000US27123","Ramsey County, Minnesota","209043","null","906","null","192352","null","1173","null","878","null","144","null","178927","null","1308","null","12547","null","803","null","16691","null","693","null",
"0500000US27125","Red Lake County, Minnesota","1669","null","56","null","1417","null","66","null","17","null","9","null","1274","null","63","null","126","null","31","null","252","null","39","null",
"0500000US27127","Redwood County, Minnesota","6261","null","129","null","5322","null","147","null","67","null","19","null","4472","null","157","null","783","null","123","null","939","null","94","null",
"0500000US27129","Renville County, Minnesota","6085","null","128","null","5191","null","125","null","34","null","17","null","4253","null","131","null","904","null","99","null","894","null","75","null",
"0500000US27131","Rice County, Minnesota","23005","null","362","null","20483","null","432","null","170","null","109","null","19193","null","451","null","1120","null","209","null","2522","null","262","null",
"0500000US27133","Rock County, Minnesota","3914","null","149","null","3471","null","155","null","20","null","11","null","3109","null","165","null","342","null","60","null","443","null","76","null",
"0500000US27135","Roseau County, Minnesota","5980","null","164","null","5258","null","150","null","67","null","22","null","3735","null","177","null","1456","null","136","null","722","null","80","null",
"0500000US27137","St. Louis County, Minnesota","85807","null","756","null","75335","null","890","null","691","null","122","null","67526","null","975","null","7118","null","472","null","10472","null","566","null",
"0500000US27139","Scott County, Minnesota","49479","null","377","null","47089","null","410","null","168","null","74","null","44881","null","486","null","2040","null","357","null","2390","null","270","null",
"0500000US27141","Sherburne County, Minnesota","32206","null","372","null","30417","null","478","null","237","null","85","null","28533","null","530","null","1647","null","275","null","1789","null","268","null",
"0500000US27143","Sibley County, Minnesota","6031","null","115","null","5233","null","121","null","71","null","22","null","4551","null","136","null","611","null","84","null","798","null","73","null",
"0500000US27145","Stearns County, Minnesota","59479","null","467","null","54320","null","560","null","337","null","69","null","48629","null","668","null","5354","null","468","null","5159","null","337","null",
"0500000US27147","Steele County, Minnesota","14692","null","215","null","13080","null","254","null","49","null","29","null","12380","null","255","null","651","null","128","null","1612","null","182","null",
"0500000US27149","Stevens County, Minnesota","3624","null","157","null","3181","null","163","null","30","null","25","null","2877","null","148","null","274","null","77","null","443","null","71","null",
"0500000US27151","Swift County, Minnesota","4263","null","113","null","3542","null","136","null","13","null","9","null","3136","null","136","null","393","null","106","null","721","null","95","null",
"0500000US27153","Todd County, Minnesota","9819","null","176","null","8097","null","202","null","114","null","30","null","6940","null","182","null","1043","null","127","null","1722","null","136","null",
"0500000US27155","Traverse County, Minnesota","1608","null","85","null","1406","null","84","null","11","null","7","null","1196","null","72","null","199","null","46","null","202","null","36","null",
"0500000US27157","Wabasha County, Minnesota","9020","null","170","null","7948","null","195","null","55","null","25","null","7316","null","214","null","577","null","96","null","1072","null","148","null",
"0500000US27159","Wadena County, Minnesota","5666","null","192","null","4761","null","203","null","41","null","24","null","4256","null","198","null","464","null","109","null","905","null","117","null",
"0500000US27161","Waseca County, Minnesota","7425","null","143","null","6492","null","193","null","58","null","28","null","6064","null","206","null","370","null","76","null","933","null","150","null",
"0500000US27163","Washington County, Minnesota","94431","null","505","null","89336","null","619","null","438","null","97","null","85307","null","737","null","3591","null","376","null","5095","null","400","null",
"0500000US27165","Watonwan County, Minnesota","4310","null","146","null","3664","null","149","null","40","null","14","null","2978","null","164","null","646","null","112","null","646","null","101","null",
"0500000US27167","Wilkin County, Minnesota","2818","null","110","null","2423","null","131","null","13","null","15","null","2207","null","122","null","203","null","64","null","395","null","99","null",
"0500000US27169","Winona County, Minnesota","19442","null","286","null","17554","null","317","null","82","null","28","null","16176","null","338","null","1296","null","201","null","1888","null","224","null",
"0500000US27171","Wright County, Minnesota","48242","null","413","null","44476","null","607","null","292","null","92","null","41630","null","633","null","2554","null","318","null","3766","null","388","null",
"0500000US27173","Yellow Medicine County, Minnesota","4087","null","133","null","3564","null","126","null","41","null","18","null","3224","null","131","null","299","null","61","null","523","null","79","null",
"0500000US28001","Adams County, Mississippi","11237","null","398","null","8872","null","457","null","17","null","20","null","8094","null","464","null","761","null","167","null","2365","null","308","null",
