"GEO_ID","NAME","B28003_001E","B28003_001EA","B28003_001M","B28003_001MA","B28003_002E","B28003_002EA","B28003_002M","B28003_002MA","B28003_003E","B28003_003EA","B28003_003M","B28003_003MA","B28003_004E","B28003_004EA","B28003_004M","B28003_004MA","B28003_005E","B28003_005EA","B28003_005M","B28003_005MA","B28003_006E","B28003_006M","B28003_006MA","B28003_006EA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!Has a computer:","Annotation of Estimate!!Total:!!Has a computer:","Margin of Error!!Total:!!Has a computer:","Annotation of Margin of Error!!Total:!!Has a computer:","Estimate!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Annotation of Estimate!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Margin of Error!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Annotation of Margin of Error!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Estimate!!Total:!!Has a computer:!!With a broadband Internet subscription","Annotation of Estimate!!Total:!!Has a computer:!!With a broadband Internet subscription","Margin of Error!!Total:!!Has a computer:!!With a broadband Internet subscription","Annotation of Margin of Error!!Total:!!Has a computer:!!With a broadband Internet subscription","Estimate!!Total:!!Has a computer:!!Without an Internet subscription","Annotation of Estimate!!Total:!!Has a computer:!!Without an Internet subscription","Margin of Error!!Total:!!Has a computer:!!Without an Internet subscription","Annotation of Margin of Error!!Total:!!Has a computer:!!Without an Internet subscription","Estimate!!Total:!!No computer","Margin of Error!!Total:!!No computer","Annotation of Margin of Error!!Total:!!No computer","Annotation of Estimate!!Total:!!No computer",
"0500000US08027","Custer County, Colorado","2124","null","227","null","2013","null","202","null","7","null","11","null","1650","null","194","null","356","null","160","null","111","86","null","null",
"0500000US08029","Delta County, Colorado","12143","null","351","null","10748","null","408","null","196","null","103","null","9400","null","468","null","1152","null","241","null","1395","256","null","null",
"0500000US08031","Denver County, Colorado","313926","null","1487","null","300552","null","1635","null","470","null","162","null","282527","null","1926","null","17555","null","1224","null","13374","889","null","null",
"0500000US08033","Dolores County, Colorado","1144","null","122","null","1030","null","113","null","36","null","30","null","679","null","106","null","315","null","97","null","114","61","null","null",
"0500000US08035","Douglas County, Colorado","127921","null","685","null","126047","null","707","null","95","null","56","null","123733","null","791","null","2219","null","335","null","1874","324","null","null",
"0500000US08037","Eagle County, Colorado","19511","null","553","null","19198","null","583","null","30","null","28","null","18455","null","614","null","713","null","238","null","313","146","null","null",
"0500000US08039","Elbert County, Colorado","9261","null","107","null","8961","null","134","null","21","null","18","null","8596","null","167","null","344","null","137","null","300","81","null","null",
"0500000US08041","El Paso County, Colorado","270178","null","1020","null","259907","null","1322","null","677","null","190","null","249872","null","1417","null","9358","null","659","null","10271","743","null","null",
"0500000US08043","Fremont County, Colorado","17510","null","593","null","15900","null","604","null","67","null","64","null","14247","null","656","null","1586","null","293","null","1610","330","null","null",
"0500000US08045","Garfield County, Colorado","21707","null","408","null","20589","null","437","null","20","null","25","null","19127","null","510","null","1442","null","346","null","1118","268","null","null",
"0500000US08047","Gilpin County, Colorado","2791","null","263","null","2700","null","285","null","0","null","18","null","2585","null","277","null","115","null","104","null","91","96","null","null",
"0500000US08049","Grand County, Colorado","5841","null","431","null","5431","null","444","null","0","null","20","null","5277","null","446","null","154","null","103","null","410","132","null","null",
"0500000US08051","Gunnison County, Colorado","7100","null","318","null","6819","null","343","null","40","null","42","null","6291","null","350","null","488","null","178","null","281","131","null","null",
"0500000US08053","Hinsdale County, Colorado","442","null","69","null","431","null","69","null","0","null","13","null","408","null","70","null","23","null","14","null","11","10","null","null",
"0500000US08055","Huerfano County, Colorado","2744","null","213","null","2361","null","214","null","5","null","6","null","1988","null","211","null","368","null","106","null","383","109","null","null",
"0500000US08057","Jackson County, Colorado","632","null","90","null","546","null","70","null","0","null","13","null","507","null","71","null","39","null","30","null","86","64","null","null",
"0500000US08059","Jefferson County, Colorado","236499","null","784","null","227608","null","1041","null","495","null","126","null","218907","null","1151","null","8206","null","706","null","8891","712","null","null",
"0500000US08061","Kiowa County, Colorado","584","null","75","null","547","null","72","null","0","null","13","null","500","null","76","null","47","null","25","null","37","21","null","null",
"0500000US08063","Kit Carson County, Colorado","2964","null","122","null","2697","null","129","null","6","null","6","null","2573","null","127","null","118","null","46","null","267","80","null","null",
"0500000US08065","Lake County, Colorado","2795","null","299","null","2476","null","305","null","10","null","16","null","2226","null","299","null","240","null","137","null","319","147","null","null",
"0500000US08067","La Plata County, Colorado","22266","null","457","null","20935","null","467","null","51","null","34","null","18448","null","500","null","2436","null","334","null","1331","213","null","null",
"0500000US08069","Larimer County, Colorado","145175","null","799","null","140971","null","1010","null","407","null","138","null","131980","null","1228","null","8584","null","808","null","4204","538","null","null",
"0500000US08071","Las Animas County, Colorado","6410","null","256","null","5627","null","254","null","12","null","13","null","5087","null","254","null","528","null","143","null","783","150","null","null",
"0500000US08073","Lincoln County, Colorado","1812","null","184","null","1584","null","181","null","17","null","12","null","1357","null","193","null","210","null","61","null","228","60","null","null",
"0500000US08075","Logan County, Colorado","7928","null","198","null","7250","null","255","null","79","null","97","null","6728","null","259","null","443","null","141","null","678","157","null","null",
"0500000US08077","Mesa County, Colorado","61977","null","626","null","58105","null","821","null","359","null","125","null","54720","null","900","null","3026","null","452","null","3872","598","null","null",
"0500000US08079","Mineral County, Colorado","386","null","63","null","378","null","62","null","0","null","13","null","345","null","64","null","33","null","16","null","8","8","null","null",
"0500000US08081","Moffat County, Colorado","5121","null","181","null","4786","null","206","null","14","null","17","null","4412","null","231","null","360","null","123","null","335","119","null","null",
"0500000US08083","Montezuma County, Colorado","10461","null","305","null","9372","null","383","null","52","null","44","null","8108","null","463","null","1212","null","259","null","1089","226","null","null",
"0500000US08085","Montrose County, Colorado","16840","null","324","null","14834","null","404","null","37","null","25","null","13614","null","425","null","1183","null","217","null","2006","328","null","null",
"0500000US08087","Morgan County, Colorado","10601","null","211","null","9705","null","295","null","36","null","25","null","9256","null","310","null","413","null","126","null","896","198","null","null",
"0500000US08089","Otero County, Colorado","7618","null","244","null","6565","null","302","null","25","null","24","null","5632","null","326","null","908","null","215","null","1053","210","null","null",
"0500000US08091","Ouray County, Colorado","2204","null","157","null","2112","null","164","null","8","null","9","null","1974","null","161","null","130","null","59","null","92","50","null","null",
"0500000US08093","Park County, Colorado","7169","null","397","null","6925","null","385","null","8","null","12","null","6346","null","375","null","571","null","168","null","244","122","null","null",
"0500000US08095","Phillips County, Colorado","1715","null","164","null","1538","null","150","null","54","null","65","null","1274","null","150","null","210","null","94","null","177","89","null","null",
"0500000US08097","Pitkin County, Colorado","7202","null","408","null","7165","null","410","null","27","null","40","null","6762","null","412","null","376","null","197","null","37","34","null","null",
"0500000US08099","Prowers County, Colorado","4421","null","218","null","3854","null","263","null","8","null","11","null","3484","null","245","null","362","null","127","null","567","128","null","null",
"0500000US08101","Pueblo County, Colorado","66442","null","534","null","60169","null","680","null","227","null","97","null","53953","null","857","null","5989","null","606","null","6273","528","null","null",
"0500000US08103","Rio Blanco County, Colorado","2488","null","143","null","2295","null","155","null","15","null","17","null","2122","null","171","null","158","null","73","null","193","67","null","null",
"0500000US08105","Rio Grande County, Colorado","4616","null","241","null","3958","null","222","null","15","null","25","null","3338","null","243","null","605","null","191","null","658","154","null","null",
"0500000US08107","Routt County, Colorado","10094","null","445","null","9690","null","433","null","12","null","19","null","9227","null","489","null","451","null","174","null","404","180","null","null",
"0500000US08109","Saguache County, Colorado","2877","null","147","null","2666","null","160","null","1","null","2","null","2115","null","164","null","550","null","114","null","211","84","null","null",
"0500000US08111","San Juan County, Colorado","326","null","50","null","298","null","51","null","0","null","13","null","261","null","51","null","37","null","22","null","28","23","null","null",
"0500000US08113","San Miguel County, Colorado","3594","null","184","null","3498","null","186","null","35","null","26","null","3113","null","197","null","350","null","128","null","96","47","null","null",
"0500000US08115","Sedgwick County, Colorado","1020","null","94","null","899","null","85","null","7","null","7","null","820","null","85","null","72","null","22","null","121","33","null","null",
"0500000US08117","Summit County, Colorado","11329","null","815","null","11050","null","801","null","0","null","27","null","10494","null","767","null","556","null","217","null","279","162","null","null",
"0500000US08119","Teller County, Colorado","10557","null","385","null","10053","null","431","null","51","null","42","null","9623","null","418","null","379","null","131","null","504","158","null","null",
"0500000US08121","Washington County, Colorado","2001","null","91","null","1790","null","96","null","8","null","6","null","1657","null","97","null","125","null","45","null","211","53","null","null",
"0500000US08123","Weld County, Colorado","111222","null","620","null","106451","null","741","null","193","null","73","null","98890","null","873","null","7368","null","555","null","4771","450","null","null",
"0500000US08125","Yuma County, Colorado","3884","null","144","null","3489","null","165","null","3","null","7","null","3141","null","185","null","345","null","115","null","395","113","null","null",
"0500000US09001","Fairfield County, Connecticut","349443","null","1385","null","330471","null","1769","null","587","null","137","null","316096","null","1988","null","13788","null","1073","null","18972","1226","null","null",
"0500000US09003","Hartford County, Connecticut","356529","null","1672","null","331319","null","1907","null","757","null","205","null","310789","null","1954","null","19773","null","1080","null","25210","1134","null","null",
"0500000US09005","Litchfield County, Connecticut","74857","null","860","null","69937","null","960","null","210","null","88","null","66863","null","1065","null","2864","null","364","null","4920","501","null","null",
"0500000US09007","Middlesex County, Connecticut","68200","null","695","null","63915","null","740","null","117","null","64","null","60167","null","888","null","3631","null","472","null","4285","458","null","null",
"0500000US09009","New Haven County, Connecticut","336400","null","1482","null","309027","null","1843","null","943","null","264","null","289760","null","1966","null","18324","null","1095","null","27373","1363","null","null",
"0500000US09011","New London County, Connecticut","109481","null","850","null","101774","null","1101","null","199","null","83","null","97396","null","1134","null","4179","null","479","null","7707","660","null","null",
"0500000US09013","Tolland County, Connecticut","56989","null","676","null","54576","null","733","null","105","null","68","null","51553","null","766","null","2918","null","494","null","2413","309","null","null",
"0500000US09015","Windham County, Connecticut","45425","null","528","null","41745","null","645","null","121","null","66","null","39284","null","754","null","2340","null","388","null","3680","405","null","null",
"0500000US10001","Kent County, Delaware","66720","null","606","null","61610","null","756","null","126","null","99","null","58450","null","785","null","3034","null","461","null","5110","569","null","null",
"0500000US10003","New Castle County, Delaware","218002","null","882","null","208306","null","1051","null","429","null","175","null","196512","null","1303","null","11365","null","920","null","9696","765","null","null",
"0500000US10005","Sussex County, Delaware","96375","null","1090","null","89271","null","1214","null","216","null","100","null","82427","null","1275","null","6628","null","673","null","7104","728","null","null",
"0500000US11001","District of Columbia, District of Columbia","310104","null","1722","null","292737","null","2024","null","259","null","104","null","268271","null","2162","null","24207","null","1511","null","17367","1361","null","null",
"0500000US12001","Alachua County, Florida","105003","null","1128","null","100489","null","1254","null","230","null","111","null","90863","null","1468","null","9396","null","887","null","4514","649","null","null",
"0500000US12003","Baker County, Florida","8532","null","350","null","7790","null","391","null","54","null","64","null","6853","null","431","null","883","null","274","null","742","287","null","null",
"0500000US12005","Bay County, Florida","72881","null","940","null","69123","null","1033","null","57","null","43","null","64382","null","1119","null","4684","null","696","null","3758","518","null","null",
"0500000US12007","Bradford County, Florida","8967","null","495","null","7658","null","534","null","19","null","20","null","7238","null","497","null","401","null","136","null","1309","330","null","null",
"0500000US12009","Brevard County, Florida","242657","null","1780","null","229480","null","2030","null","473","null","169","null","216812","null","2003","null","12195","null","936","null","13177","1053","null","null",
"0500000US12011","Broward County, Florida","732464","null","2763","null","697108","null","3265","null","857","null","349","null","641037","null","3831","null","55214","null","2260","null","35356","1706","null","null",
"0500000US12013","Calhoun County, Florida","4495","null","268","null","3681","null","276","null","6","null","9","null","3219","null","284","null","456","null","141","null","814","174","null","null",
"0500000US12015","Charlotte County, Florida","82755","null","1252","null","76524","null","1172","null","181","null","85","null","72341","null","1109","null","4002","null","430","null","6231","762","null","null",
"0500000US12017","Citrus County, Florida","65843","null","1174","null","60853","null","1222","null","247","null","116","null","56253","null","1328","null","4353","null","642","null","4990","605","null","null",
"0500000US12019","Clay County, Florida","77434","null","817","null","74839","null","1049","null","73","null","65","null","72405","null","1056","null","2361","null","507","null","2595","639","null","null",
"0500000US12021","Collier County, Florida","153711","null","2198","null","146141","null","2335","null","341","null","212","null","134658","null","2460","null","11142","null","998","null","7570","818","null","null",
"0500000US12023","Columbia County, Florida","25728","null","462","null","24040","null","528","null","40","null","36","null","21242","null","661","null","2758","null","369","null","1688","333","null","null",
"0500000US12027","DeSoto County, Florida","12207","null","572","null","9966","null","631","null","68","null","62","null","8459","null","622","null","1439","null","267","null","2241","383","null","null",
"0500000US12029","Dixie County, Florida","6071","null","449","null","5116","null","399","null","9","null","16","null","4440","null","391","null","667","null","169","null","955","343","null","null",
"0500000US12031","Duval County, Florida","387008","null","2233","null","362663","null","2410","null","392","null","138","null","335525","null","2661","null","26746","null","1734","null","24345","1241","null","null",
"0500000US12033","Escambia County, Florida","124494","null","1132","null","116477","null","1304","null","210","null","87","null","106083","null","1416","null","10184","null","965","null","8017","761","null","null",
"0500000US12035","Flagler County, Florida","45491","null","692","null","42354","null","697","null","51","null","43","null","35146","null","883","null","7157","null","766","null","3137","477","null","null",
"0500000US12037","Franklin County, Florida","4559","null","250","null","4112","null","291","null","21","null","20","null","3756","null","284","null","335","null","111","null","447","124","null","null",
"0500000US12039","Gadsden County, Florida","15769","null","392","null","12811","null","432","null","129","null","102","null","10590","null","460","null","2092","null","285","null","2958","370","null","null",
"0500000US12041","Gilchrist County, Florida","6659","null","215","null","5892","null","263","null","1","null","3","null","4931","null","287","null","960","null","215","null","767","211","null","null",
"0500000US12043","Glades County, Florida","4572","null","345","null","3980","null","351","null","0","null","23","null","3157","null","293","null","823","null","200","null","592","181","null","null",
"0500000US12045","Gulf County, Florida","5519","null","559","null","5009","null","567","null","52","null","49","null","4476","null","487","null","481","null","180","null","510","129","null","null",
"0500000US12047","Hamilton County, Florida","4208","null","347","null","3497","null","377","null","24","null","23","null","2796","null","335","null","677","null","172","null","711","146","null","null",
"0500000US12049","Hardee County, Florida","8032","null","267","null","6653","null","350","null","39","null","44","null","5506","null","394","null","1108","null","263","null","1379","313","null","null",
"0500000US12051","Hendry County, Florida","12821","null","476","null","11135","null","548","null","0","null","30","null","10159","null","537","null","976","null","301","null","1686","349","null","null",
"0500000US12053","Hernando County, Florida","78041","null","787","null","73340","null","770","null","148","null","72","null","68469","null","817","null","4723","null","530","null","4701","542","null","null",
"0500000US12055","Highlands County, Florida","43977","null","787","null","39057","null","931","null","122","null","66","null","35303","null","1033","null","3632","null","629","null","4920","664","null","null",
"0500000US12057","Hillsborough County, Florida","547578","null","1835","null","525041","null","2380","null","395","null","123","null","494771","null","2480","null","29875","null","1470","null","22537","1339","null","null",
"0500000US12059","Holmes County, Florida","6995","null","322","null","6234","null","320","null","47","null","38","null","5370","null","341","null","817","null","210","null","761","176","null","null",
"0500000US12061","Indian River County, Florida","63377","null","1057","null","58147","null","1124","null","122","null","81","null","53712","null","1358","null","4313","null","643","null","5230","584","null","null",
"0500000US12063","Jackson County, Florida","16859","null","460","null","14576","null","499","null","52","null","40","null","13007","null","492","null","1517","null","261","null","2283","279","null","null",
"0500000US12065","Jefferson County, Florida","5394","null","297","null","4719","null","276","null","34","null","31","null","3989","null","285","null","696","null","195","null","675","156","null","null",
"0500000US12067","Lafayette County, Florida","2486","null","253","null","2190","null","274","null","0","null","20","null","1942","null","284","null","248","null","191","null","296","144","null","null",
"0500000US12069","Lake County, Florida","149455","null","1471","null","140662","null","1630","null","273","null","97","null","132434","null","1783","null","7955","null","975","null","8793","909","null","null",
"0500000US12071","Lee County, Florida","298343","null","2343","null","284230","null","2519","null","586","null","167","null","263767","null","2781","null","19877","null","1545","null","14113","971","null","null",
"0500000US12073","Leon County, Florida","117677","null","1161","null","112844","null","1186","null","128","null","57","null","105144","null","1209","null","7572","null","803","null","4833","477","null","null",
"0500000US12075","Levy County, Florida","17248","null","396","null","15227","null","486","null","72","null","61","null","12667","null","566","null","2488","null","418","null","2021","426","null","null",
"0500000US12077","Liberty County, Florida","2279","null","265","null","1938","null","246","null","0","null","20","null","1611","null","250","null","327","null","157","null","341","86","null","null",
"0500000US12079","Madison County, Florida","6441","null","272","null","4805","null","290","null","11","null","16","null","4106","null","321","null","688","null","177","null","1636","270","null","null",
"0500000US12081","Manatee County, Florida","156254","null","1915","null","148596","null","2005","null","241","null","108","null","137369","null","1924","null","10986","null","857","null","7658","751","null","null",
"0500000US12083","Marion County, Florida","150880","null","1433","null","137759","null","1933","null","402","null","131","null","129558","null","2111","null","7799","null","889","null","13121","1165","null","null",
"0500000US12085","Martin County, Florida","66108","null","900","null","62313","null","1063","null","172","null","129","null","58372","null","1114","null","3769","null","533","null","3795","545","null","null",
"0500000US12086","Miami-Dade County, Florida","936351","null","2672","null","881539","null","2972","null","970","null","226","null","767279","null","4393","null","113290","null","3550","null","54812","2228","null","null",
"0500000US12087","Monroe County, Florida","33643","null","702","null","31900","null","768","null","23","null","22","null","28869","null","696","null","3008","null","450","null","1743","337","null","null",
"0500000US12089","Nassau County, Florida","34691","null","529","null","33736","null","551","null","109","null","74","null","31785","null","707","null","1842","null","429","null","955","213","null","null",
"0500000US12091","Okaloosa County, Florida","81785","null","792","null","77505","null","982","null","149","null","89","null","72155","null","1056","null","5201","null","674","null","4280","553","null","null",
"0500000US12093","Okeechobee County, Florida","14794","null","513","null","13117","null","513","null","14","null","17","null","10695","null","538","null","2408","null","429","null","1677","338","null","null",
"0500000US12095","Orange County, Florida","475292","null","2844","null","459191","null","3007","null","485","null","213","null","428820","null","3242","null","29886","null","1607","null","16101","1075","null","null",
"0500000US12097","Osceola County, Florida","110156","null","1530","null","104752","null","1628","null","91","null","62","null","97034","null","1691","null","7627","null","966","null","5404","916","null","null",
"0500000US12099","Palm Beach County, Florida","581119","null","2763","null","550396","null","2888","null","1001","null","341","null","508431","null","2948","null","40964","null","1747","null","30723","1460","null","null",
"0500000US12101","Pasco County, Florida","217318","null","1521","null","203062","null","1911","null","371","null","125","null","186599","null","2151","null","16092","null","1087","null","14256","1141","null","null",
"0500000US12103","Pinellas County, Florida","415730","null","2395","null","388550","null","2420","null","745","null","209","null","357465","null","2883","null","30340","null","1358","null","27180","1301","null","null",
"0500000US12105","Polk County, Florida","253178","null","1861","null","234229","null","1927","null","777","null","222","null","201885","null","2421","null","31567","null","1312","null","18949","995","null","null",
"0500000US12107","Putnam County, Florida","29174","null","552","null","25217","null","784","null","107","null","74","null","22700","null","816","null","2410","null","423","null","3957","620","null","null",
"0500000US12109","St. Johns County, Florida","95640","null","1060","null","91692","null","1159","null","293","null","174","null","86497","null","1342","null","4902","null","636","null","3948","538","null","null",
"0500000US12111","St. Lucie County, Florida","122186","null","1457","null","115704","null","1649","null","142","null","118","null","108997","null","1687","null","6565","null","834","null","6482","969","null","null",
"0500000US12113","Santa Rosa County, Florida","67534","null","709","null","64609","null","933","null","134","null","63","null","61225","null","1103","null","3250","null","732","null","2925","550","null","null",
"0500000US12115","Sarasota County, Florida","193923","null","1848","null","182458","null","2044","null","372","null","120","null","170764","null","2139","null","11322","null","1019","null","11465","878","null","null",
"0500000US12117","Seminole County, Florida","180891","null","1085","null","174983","null","1117","null","109","null","60","null","166342","null","1319","null","8532","null","926","null","5908","594","null","null",
"0500000US12119","Sumter County, Florida","61441","null","1068","null","57054","null","1453","null","286","null","152","null","53388","null","1494","null","3380","null","558","null","4387","1058","null","null",
"0500000US12121","Suwannee County, Florida","15098","null","515","null","12754","null","616","null","24","null","39","null","11820","null","611","null","910","null","233","null","2344","564","null","null",
"0500000US12123","Taylor County, Florida","7270","null","445","null","6184","null","462","null","0","null","27","null","5479","null","475","null","705","null","269","null","1086","300","null","null",
"0500000US12125","Union County, Florida","4064","null","248","null","3589","null","271","null","59","null","70","null","3289","null","274","null","241","null","83","null","475","128","null","null",
"0500000US12127","Volusia County, Florida","228569","null","1463","null","215082","null","1660","null","341","null","129","null","193727","null","1957","null","21014","null","1293","null","13487","1134","null","null",
"0500000US12129","Wakulla County, Florida","11266","null","441","null","10843","null","445","null","0","null","30","null","9908","null","507","null","935","null","272","null","423","172","null","null",
"0500000US12131","Walton County, Florida","30182","null","1049","null","28588","null","1012","null","121","null","92","null","26550","null","1034","null","1917","null","321","null","1594","371","null","null",
"0500000US12133","Washington County, Florida","8853","null","348","null","7982","null","398","null","23","null","30","null","7267","null","424","null","692","null","176","null","871","144","null","null",
"0500000US13001","Appling County, Georgia","6637","null","302","null","5907","null","317","null","14","null","20","null","4175","null","325","null","1718","null","311","null","730","163","null","null",
"0500000US13003","Atkinson County, Georgia","2968","null","122","null","2499","null","150","null","3","null","5","null","1955","null","181","null","541","null","135","null","469","103","null","null",
"0500000US13005","Bacon County, Georgia","3874","null","212","null","3324","null","210","null","8","null","14","null","2773","null","253","null","543","null","156","null","550","143","null","null",
"0500000US13007","Baker County, Georgia","1201","null","137","null","837","null","124","null","0","null","14","null","649","null","98","null","188","null","87","null","364","131","null","null",
"0500000US13009","Baldwin County, Georgia","15948","null","594","null","14397","null","671","null","84","null","62","null","12774","null","638","null","1539","null","364","null","1551","306","null","null",
"0500000US13011","Banks County, Georgia","6483","null","186","null","5659","null","216","null","53","null","43","null","5130","null","240","null","476","null","153","null","824","159","null","null",
"0500000US13013","Barrow County, Georgia","28087","null","306","null","26485","null","396","null","0","null","34","null","25229","null","439","null","1256","null","245","null","1602","265","null","null",
"0500000US13015","Bartow County, Georgia","38029","null","626","null","35470","null","734","null","89","null","87","null","30026","null","1094","null","5355","null","711","null","2559","449","null","null",
"0500000US13017","Ben Hill County, Georgia","6828","null","318","null","5958","null","350","null","0","null","23","null","4081","null","372","null","1877","null","344","null","870","198","null","null",
"0500000US13019","Berrien County, Georgia","6634","null","252","null","5543","null","311","null","0","null","23","null","4624","null","326","null","919","null","228","null","1091","210","null","null",
"0500000US13021","Bibb County, Georgia","58752","null","791","null","52721","null","993","null","64","null","44","null","47431","null","1009","null","5226","null","598","null","6031","714","null","null",
"0500000US13023","Bleckley County, Georgia","4232","null","198","null","3705","null","229","null","0","null","23","null","2934","null","238","null","771","null","188","null","527","163","null","null",
"0500000US13025","Brantley County, Georgia","6625","null","290","null","6123","null","355","null","15","null","22","null","4798","null","391","null","1310","null","313","null","502","201","null","null",
"0500000US13027","Brooks County, Georgia","6004","null","274","null","4974","null","328","null","15","null","18","null","3763","null","332","null","1196","null","244","null","1030","220","null","null",
"0500000US13029","Bryan County, Georgia","14796","null","354","null","13962","null","422","null","0","null","30","null","13091","null","486","null","871","null","250","null","834","224","null","null",
"0500000US13031","Bulloch County, Georgia","28917","null","999","null","27169","null","1029","null","44","null","39","null","23845","null","957","null","3280","null","537","null","1748","320","null","null",
"0500000US13033","Burke County, Georgia","8742","null","433","null","7832","null","494","null","27","null","41","null","6994","null","525","null","811","null","253","null","910","216","null","null",
"0500000US13035","Butts County, Georgia","8440","null","424","null","7512","null","437","null","14","null","20","null","6553","null","451","null","945","null","266","null","928","270","null","null",
"0500000US13037","Calhoun County, Georgia","1457","null","140","null","1185","null","136","null","0","null","20","null","1040","null","134","null","145","null","52","null","272","80","null","null",
"0500000US13039","Camden County, Georgia","20032","null","465","null","19121","null","490","null","14","null","18","null","17582","null","554","null","1525","null","322","null","911","255","null","null",
"0500000US13043","Candler County, Georgia","4034","null","180","null","3417","null","229","null","8","null","10","null","3016","null","237","null","393","null","149","null","617","155","null","null",
"0500000US13045","Carroll County, Georgia","42635","null","645","null","39033","null","787","null","144","null","118","null","36529","null","896","null","2360","null","439","null","3602","455","null","null",
"0500000US13047","Catoosa County, Georgia","25450","null","455","null","23442","null","549","null","44","null","38","null","21886","null","608","null","1512","null","399","null","2008","344","null","null",
"0500000US13049","Charlton County, Georgia","3960","null","216","null","3412","null","294","null","0","null","23","null","2810","null","300","null","602","null","193","null","548","174","null","null",
"0500000US13051","Chatham County, Georgia","115403","null","1073","null","109396","null","1259","null","186","null","131","null","102296","null","1301","null","6914","null","725","null","6007","568","null","null",
"0500000US13053","Chattahoochee County, Georgia","2404","null","370","null","2172","null","366","null","0","null","20","null","1978","null","373","null","194","null","75","null","232","83","null","null",
"0500000US13055","Chattooga County, Georgia","9189","null","264","null","7647","null","298","null","2","null","4","null","6546","null","310","null","1099","null","234","null","1542","211","null","null",
"0500000US13057","Cherokee County, Georgia","94208","null","761","null","91333","null","947","null","98","null","76","null","88127","null","1025","null","3108","null","476","null","2875","420","null","null",
"0500000US13059","Clarke County, Georgia","52352","null","669","null","49489","null","771","null","36","null","33","null","45971","null","857","null","3482","null","487","null","2863","396","null","null",
"0500000US13061","Clay County, Georgia","1286","null","157","null","1150","null","155","null","0","null","14","null","973","null","152","null","177","null","84","null","136","49","null","null",
"0500000US13063","Clayton County, Georgia","103399","null","800","null","97473","null","1027","null","121","null","105","null","86422","null","1480","null","10930","null","1103","null","5926","744","null","null",
"0500000US13065","Clinch County, Georgia","2361","null","287","null","1892","null","270","null","14","null","20","null","1257","null","244","null","621","null","176","null","469","164","null","null",
"0500000US13067","Cobb County, Georgia","287426","null","1270","null","281302","null","1417","null","315","null","131","null","271323","null","1772","null","9664","null","928","null","6124","763","null","null",
"0500000US13069","Coffee County, Georgia","14934","null","408","null","13138","null","506","null","23","null","22","null","11203","null","572","null","1912","null","329","null","1796","311","null","null",
"0500000US13071","Colquitt County, Georgia","16219","null","459","null","14263","null","507","null","36","null","35","null","11739","null","589","null","2488","null","466","null","1956","395","null","null",
"0500000US13073","Columbia County, Georgia","47597","null","856","null","45234","null","980","null","56","null","49","null","41833","null","1033","null","3345","null","600","null","2363","563","null","null",
"0500000US13075","Cook County, Georgia","6056","null","229","null","5174","null","285","null","8","null","12","null","4226","null","292","null","940","null","208","null","882","184","null","null",
"0500000US13077","Coweta County, Georgia","53405","null","468","null","50931","null","653","null","74","null","57","null","47269","null","878","null","3588","null","644","null","2474","456","null","null",
"0500000US13079","Crawford County, Georgia","4283","null","206","null","3802","null","232","null","24","null","23","null","3234","null","262","null","544","null","179","null","481","149","null","null",
"0500000US13081","Crisp County, Georgia","7651","null","324","null","6495","null","406","null","20","null","26","null","5150","null","403","null","1325","null","276","null","1156","274","null","null",
"0500000US13083","Dade County, Georgia","6142","null","279","null","5394","null","302","null","12","null","18","null","5006","null","329","null","376","null","114","null","748","168","null","null",
"0500000US13085","Dawson County, Georgia","9776","null","350","null","9307","null","344","null","0","null","27","null","8755","null","427","null","552","null","224","null","469","155","null","null",
"0500000US13087","Decatur County, Georgia","10242","null","386","null","8088","null","394","null","12","null","18","null","6654","null","454","null","1422","null","345","null","2154","377","null","null",
"0500000US13089","DeKalb County, Georgia","286068","null","1917","null","270991","null","2175","null","190","null","90","null","253536","null","2333","null","17265","null","1210","null","15077","1380","null","null",
"0500000US13091","Dodge County, Georgia","6569","null","392","null","5487","null","344","null","20","null","25","null","4251","null","289","null","1216","null","282","null","1082","224","null","null",
"0500000US13093","Dooly County, Georgia","3888","null","267","null","3086","null","257","null","8","null","10","null","2340","null","273","null","738","null","181","null","802","171","null","null",
"0500000US13095","Dougherty County, Georgia","34338","null","670","null","30594","null","801","null","15","null","20","null","26575","null","755","null","4004","null","549","null","3744","478","null","null",
"0500000US13097","Douglas County, Georgia","50188","null","622","null","47787","null","666","null","42","null","40","null","43900","null","854","null","3845","null","554","null","2401","440","null","null",
"0500000US13099","Early County, Georgia","4034","null","220","null","2921","null","237","null","1","null","3","null","2194","null","263","null","726","null","146","null","1113","194","null","null",
"0500000US13101","Echols County, Georgia","1327","null","156","null","897","null","153","null","0","null","14","null","673","null","133","null","224","null","101","null","430","135","null","null",
"0500000US13103","Effingham County, Georgia","22313","null","283","null","21160","null","419","null","82","null","53","null","17408","null","553","null","3670","null","457","null","1153","312","null","null",
